SystemCodeNumber,Capacity,Occupancy,LastUpdated,Vacant,OccupancyRate
BHMBRCBRG01,1010,1012,2016-12-18 12:30:00,-2,1.001980198019802
BHMBRCBRG01,1010,1008,2016-12-18 12:56:00,2,0.998019801980198
BHMBRCBRG01,1010,1009,2016-12-18 13:30:00,1,0.999009900990099
BHMBRCBRG01,1010,1009,2016-12-18 14:03:00,1,0.999009900990099
BHMBRCBRG01,1010,1013,2016-12-18 14:30:00,-3,1.002970297029703
BHMBRCBRG01,1010,1008,2016-12-18 14:56:00,2,0.998019801980198
BHMBRCBRG01,1010,980,2016-12-18 15:30:00,30,0.9702970297029703
BHMBRCBRG01,1010,928,2016-12-18 16:03:00,82,0.9188118811881189
BHMBRCBRG01,1010,806,2016-12-18 16:30:00,204,0.7980198019801981
BHMBRCBRG01,1010,48,2016-12-19 08:03:00,962,0.047524752475247525
BHMBRCBRG01,1010,84,2016-12-19 08:30:00,926,0.08316831683168317
BHMBRCBRG01,1010,158,2016-12-19 09:03:00,852,0.15643564356435644
BHMBRCBRG01,1010,273,2016-12-19 09:30:00,737,0.2702970297029703
BHMBRCBRG01,1010,417,2016-12-19 09:56:00,593,0.41287128712871285
BHMBRCBRG01,1010,699,2016-12-19 10:30:00,311,0.692079207920792
BHMBRCBRG01,1010,931,2016-12-19 11:03:00,79,0.9217821782178218
BHMBRCBRG01,1010,1011,2016-12-19 11:30:00,-1,1.000990099009901
BHMBRCBRG01,1010,1011,2016-12-19 12:03:00,-1,1.000990099009901
BHMBRCBRG01,1010,1008,2016-12-19 12:30:00,2,0.998019801980198
BHMBRCBRG01,1010,1012,2016-12-19 13:03:00,-2,1.001980198019802
BHMBRCBRG01,1010,1008,2016-12-19 13:30:00,2,0.998019801980198
BHMBRCBRG01,1010,1009,2016-12-19 14:03:00,1,0.999009900990099
BHMBRCBRG01,1010,1010,2016-12-19 14:30:00,0,1.0
BHMBRCBRG01,1010,991,2016-12-19 15:03:00,19,0.9811881188118812
BHMBRCBRG01,1010,980,2016-12-19 15:29:00,30,0.9702970297029703
BHMBRCBRG01,1010,925,2016-12-19 16:03:00,85,0.9158415841584159
BHMBRCBRG01,1010,857,2016-12-19 16:30:00,153,0.8485148514851485
BHMBRCBRG02,1194,79,2016-10-04 07:59:00,1115,0.0661641541038526
BHMBRCBRG02,1194,95,2016-10-04 08:25:00,1099,0.07956448911222781
BHMBRCBRG02,1194,142,2016-10-04 08:59:00,1052,0.11892797319932999
BHMBRCBRG02,1194,177,2016-10-04 09:32:00,1017,0.14824120603015076
BHMBRCBRG02,1194,231,2016-10-04 09:59:00,963,0.1934673366834171
BHMBRCBRG02,1194,291,2016-10-04 10:26:00,903,0.24371859296482412
BHMBRCBRG02,1194,376,2016-10-04 10:59:00,818,0.3149078726968174
BHMBRCBRG02,1194,433,2016-10-04 11:19:00,761,0.3626465661641541
BHMBRCBRG02,1194,543,2016-10-04 12:29:00,651,0.4547738693467337
BHMBRCBRG02,1194,598,2016-10-04 13:02:00,596,0.5008375209380235
BHMBRCBRG02,1194,597,2016-10-04 13:29:00,597,0.5
BHMBRCBRG02,1194,593,2016-10-04 14:02:00,601,0.4966499162479062
BHMBRCBRG02,1194,553,2016-10-04 14:29:00,641,0.4631490787269682
BHMBRCBRG02,1194,516,2016-10-04 14:57:00,678,0.4321608040201005
BHMBRCBRG02,1194,487,2016-10-04 15:30:00,707,0.40787269681742044
BHMBRCBRG02,1194,443,2016-10-04 16:04:00,751,0.3710217755443886
BHMBRCBRG02,1194,409,2016-10-04 16:31:00,785,0.3425460636515913
BHMBRCBRG02,1194,88,2016-10-12 08:04:00,1106,0.07370184254606366
BHMBRCBRG02,1194,105,2016-10-12 08:31:00,1089,0.08793969849246232
BHMBRCBRG02,1194,149,2016-10-12 09:03:00,1045,0.12479061976549413
BHMBRCBRG02,1194,174,2016-10-12 09:26:00,1020,0.1457286432160804
BHMBRCBRG02,1194,249,2016-10-12 10:01:00,945,0.20854271356783918
BHMBRCBRG02,1194,319,2016-10-12 10:31:00,875,0.26716917922948075
BHMBRCBRG02,1194,391,2016-10-12 11:04:00,803,0.3274706867671692
BHMBRCBRG02,1194,442,2016-10-12 11:31:00,752,0.37018425460636517
BHMBRCBRG02,1194,506,2016-10-12 12:04:00,688,0.423785594639866
BHMBRCBRG02,1194,550,2016-10-12 12:31:00,644,0.46063651591289784
BHMBRCBRG02,1194,579,2016-10-12 13:04:00,615,0.4849246231155779
BHMBRCBRG02,1194,574,2016-10-12 13:34:00,620,0.4807370184254606
BHMBRCBRG02,1194,578,2016-10-12 14:03:00,616,0.48408710217755446
BHMBRCBRG02,1194,559,2016-10-12 14:34:00,635,0.46817420435510887
BHMBRCBRG02,1194,544,2016-10-12 15:01:00,650,0.4556113902847571
BHMBRCBRG02,1194,523,2016-10-12 15:30:00,671,0.4380234505862647
BHMBRCBRG02,1194,495,2016-10-12 15:57:00,699,0.41457286432160806
BHMBRCBRG02,1194,463,2016-10-12 16:31:00,731,0.3877721943048576
BHMBRCBRG02,1194,80,2016-10-13 07:57:00,1114,0.06700167504187604
BHMBRCBRG02,1194,114,2016-10-13 08:31:00,1080,0.09547738693467336
BHMBRCBRG02,1194,146,2016-10-13 09:04:00,1048,0.12227805695142378
BHMBRCBRG02,1194,192,2016-10-13 09:31:00,1002,0.16080402010050251
BHMBRCBRG02,1194,246,2016-10-13 09:57:00,948,0.20603015075376885
BHMBRCBRG02,1194,318,2016-10-13 10:31:00,876,0.2663316582914573
BHMBRCBRG02,1194,380,2016-10-13 11:04:00,814,0.31825795644891125
BHMBRCBRG02,1194,426,2016-10-13 11:31:00,768,0.35678391959798994
BHMBRCBRG02,1194,497,2016-10-13 11:57:00,697,0.41624790619765495
BHMBRCBRG02,1194,556,2016-10-13 12:31:00,638,0.4656616415410385
BHMBRCBRG02,1194,587,2016-10-13 13:04:00,607,0.4916247906197655
BHMBRCBRG02,1194,602,2016-10-13 13:31:00,592,0.5041876046901173
BHMBRCBRG02,1194,598,2016-10-13 13:57:00,596,0.5008375209380235
BHMBRCBRG02,1194,605,2016-10-13 14:31:00,589,0.5067001675041876
BHMBRCBRG02,1194,583,2016-10-13 15:04:00,611,0.4882747068676717
BHMBRCBRG02,1194,543,2016-10-13 15:31:00,651,0.4547738693467337
BHMBRCBRG02,1194,541,2016-10-13 16:04:00,653,0.45309882747068675
BHMBRCBRG02,1194,513,2016-10-13 16:31:00,681,0.4296482412060301
BHMBRCBRG02,1194,75,2016-10-14 08:01:00,1119,0.06281407035175879
BHMBRCBRG02,1194,105,2016-10-14 08:27:00,1089,0.08793969849246232
BHMBRCBRG02,1194,137,2016-10-14 09:01:00,1057,0.11474036850921274
BHMBRCBRG02,1194,187,2016-10-14 09:27:00,1007,0.15661641541038526
BHMBRCBRG02,1194,282,2016-10-14 10:01:00,912,0.23618090452261306
BHMBRCBRG02,1194,343,2016-10-14 10:27:00,851,0.28726968174204354
BHMBRCBRG02,1194,399,2016-10-14 11:01:00,795,0.3341708542713568
BHMBRCBRG02,1194,450,2016-10-14 11:27:00,744,0.3768844221105528
BHMBRCBRG02,1194,527,2016-10-14 12:01:00,667,0.44137353433835846
BHMBRCBRG02,1194,557,2016-10-14 12:27:00,637,0.466499162479062
BHMBRCBRG02,1194,593,2016-10-14 13:01:00,601,0.4966499162479062
BHMBRCBRG02,1194,599,2016-10-14 13:27:00,595,0.501675041876047
BHMBRCBRG02,1194,597,2016-10-14 14:01:00,597,0.5
BHMBRCBRG02,1194,568,2016-10-14 14:34:00,626,0.47571189279731996
BHMBRCBRG02,1194,559,2016-10-14 15:01:00,635,0.46817420435510887
BHMBRCBRG02,1194,530,2016-10-14 15:27:00,664,0.4438860971524288
BHMBRCBRG02,1194,509,2016-10-14 16:01:00,685,0.42629815745393634
BHMBRCBRG02,1194,488,2016-10-14 16:34:00,706,0.40871021775544386
BHMBRCBRG02,1194,52,2016-10-15 08:01:00,1142,0.04355108877721943
BHMBRCBRG02,1194,59,2016-10-15 08:34:00,1135,0.049413735343383586
BHMBRCBRG02,1194,88,2016-10-15 09:01:00,1106,0.07370184254606366
BHMBRCBRG02,1194,122,2016-10-15 09:27:00,1072,0.10217755443886097
BHMBRCBRG02,1194,198,2016-10-15 10:01:00,996,0.1658291457286432
BHMBRCBRG02,1194,287,2016-10-15 10:27:00,907,0.2403685092127303
BHMBRCBRG02,1194,397,2016-10-15 11:01:00,797,0.3324958123953099
BHMBRCBRG02,1194,499,2016-10-15 11:27:00,695,0.41792294807370184
BHMBRCBRG02,1194,653,2016-10-15 12:01:00,541,0.5469011725293133
BHMBRCBRG02,1194,798,2016-10-15 12:27:00,396,0.6683417085427136
BHMBRCBRG02,1194,981,2016-10-15 13:01:00,213,0.821608040201005
BHMBRCBRG02,1194,1099,2016-10-15 13:34:00,95,0.9204355108877722
BHMBRCBRG02,1194,1140,2016-10-15 14:01:00,54,0.9547738693467337
BHMBRCBRG02,1194,1176,2016-10-15 14:27:00,18,0.9849246231155779
BHMBRCBRG02,1194,1192,2016-10-15 15:01:00,2,0.998324958123953
BHMBRCBRG02,1194,1178,2016-10-15 15:27:00,16,0.9865996649916248
BHMBRCBRG02,1194,1116,2016-10-15 16:01:00,78,0.9346733668341709
BHMBRCBRG02,1194,1029,2016-10-15 16:27:00,165,0.8618090452261307
BHMBRCBRG02,1194,72,2016-10-16 08:01:00,1122,0.06030150753768844
BHMBRCBRG02,1194,89,2016-10-16 08:27:00,1105,0.0745393634840871
BHMBRCBRG02,1194,155,2016-10-16 09:01:00,1039,0.12981574539363483
BHMBRCBRG02,1194,165,2016-10-16 09:27:00,1029,0.13819095477386933
BHMBRCBRG02,1194,225,2016-10-16 10:04:00,969,0.1884422110552764
BHMBRCBRG02,1194,253,2016-10-16 10:34:00,941,0.211892797319933
BHMBRCBRG02,1194,290,2016-10-16 11:01:00,904,0.24288107202680068
BHMBRCBRG02,1194,323,2016-10-16 11:27:00,871,0.2705192629815745
BHMBRCBRG02,1194,379,2016-10-16 12:01:00,815,0.3174204355108878
BHMBRCBRG02,1194,477,2016-10-16 12:27:00,717,0.39949748743718594
BHMBRCBRG02,1194,594,2016-10-16 13:01:00,600,0.49748743718592964
BHMBRCBRG02,1194,675,2016-10-16 13:27:00,519,0.5653266331658291
BHMBRCBRG02,1194,776,2016-10-16 14:01:00,418,0.6499162479061976
BHMBRCBRG02,1194,810,2016-10-16 14:34:00,384,0.678391959798995
BHMBRCBRG02,1194,827,2016-10-16 15:01:00,367,0.6926298157453936
BHMBRCBRG02,1194,765,2016-10-16 15:31:00,429,0.6407035175879398
BHMBRCBRG02,1194,672,2016-10-16 15:57:00,522,0.5628140703517588
BHMBRCBRG02,1194,545,2016-10-16 16:31:00,649,0.4564489112227806
BHMBRCBRG02,1194,66,2016-10-17 08:01:00,1128,0.05527638190954774
BHMBRCBRG02,1194,89,2016-10-17 08:27:00,1105,0.0745393634840871
BHMBRCBRG02,1194,124,2016-10-17 09:01:00,1070,0.10385259631490787
BHMBRCBRG02,1194,145,2016-10-17 09:27:00,1049,0.12144053601340034
BHMBRCBRG02,1194,211,2016-10-17 10:04:00,983,0.17671691792294808
BHMBRCBRG02,1194,279,2016-10-17 10:31:00,915,0.23366834170854273
BHMBRCBRG02,1194,363,2016-10-17 11:04:00,831,0.30402010050251255
BHMBRCBRG02,1194,440,2016-10-17 11:31:00,754,0.3685092127303183
BHMBRCBRG02,1194,493,2016-10-17 12:04:00,701,0.4128978224455611
BHMBRCBRG02,1194,531,2016-10-17 12:31:00,663,0.44472361809045224
BHMBRCBRG02,1194,553,2016-10-17 12:57:00,641,0.4631490787269682
BHMBRCBRG02,1194,571,2016-10-17 13:31:00,623,0.47822445561139026
BHMBRCBRG02,1194,566,2016-10-17 14:04:00,628,0.474036850921273
BHMBRCBRG02,1194,555,2016-10-17 14:31:00,639,0.4648241206030151
BHMBRCBRG02,1194,524,2016-10-17 14:57:00,670,0.4388609715242881
BHMBRCBRG02,1194,469,2016-10-17 15:31:00,725,0.3927973199329983
BHMBRCBRG02,1194,450,2016-10-17 15:57:00,744,0.3768844221105528
BHMBRCBRG02,1194,410,2016-10-17 16:28:00,784,0.34338358458961477
BHMBRCBRG02,1194,82,2016-10-18 08:01:00,1112,0.06867671691792294
BHMBRCBRG02,1194,105,2016-10-18 08:28:00,1089,0.08793969849246232
BHMBRCBRG02,1194,151,2016-10-18 09:01:00,1043,0.12646566164154105
BHMBRCBRG02,1194,181,2016-10-18 09:28:00,1013,0.15159128978224456
BHMBRCBRG02,1194,258,2016-10-18 10:01:00,936,0.21608040201005024
BHMBRCBRG02,1194,316,2016-10-18 10:28:00,878,0.2646566164154104
BHMBRCBRG02,1194,429,2016-10-18 11:01:00,765,0.3592964824120603
BHMBRCBRG02,1194,503,2016-10-18 11:27:00,691,0.4212730318257956
BHMBRCBRG02,1194,582,2016-10-18 12:01:00,612,0.48743718592964824
BHMBRCBRG02,1194,623,2016-10-18 12:27:00,571,0.5217755443886097
BHMBRCBRG02,1194,649,2016-10-18 13:01:00,545,0.5435510887772195
BHMBRCBRG02,1194,651,2016-10-18 13:28:00,543,0.5452261306532663
BHMBRCBRG02,1194,648,2016-10-18 13:54:00,546,0.542713567839196
BHMBRCBRG02,1194,595,2016-10-18 14:27:00,599,0.4983249581239531
BHMBRCBRG02,1194,559,2016-10-18 15:01:00,635,0.46817420435510887
BHMBRCBRG02,1194,519,2016-10-18 15:27:00,675,0.43467336683417085
BHMBRCBRG02,1194,479,2016-10-18 15:55:00,715,0.40117252931323283
BHMBRCBRG02,1194,424,2016-10-18 16:27:00,770,0.35510887772194305
BHMBRCBRG02,1194,79,2016-10-19 08:05:00,1115,0.0661641541038526
BHMBRCBRG02,1194,90,2016-10-19 08:25:00,1104,0.07537688442211055
BHMBRCBRG02,1194,116,2016-10-19 08:58:00,1078,0.09715242881072027
BHMBRCBRG02,1194,176,2016-10-19 09:32:00,1018,0.1474036850921273
BHMBRCBRG02,1194,232,2016-10-19 09:58:00,962,0.19430485762144054
BHMBRCBRG02,1194,289,2016-10-19 10:25:00,905,0.24204355108877723
BHMBRCBRG02,1194,372,2016-10-19 10:59:00,822,0.31155778894472363
BHMBRCBRG02,1194,429,2016-10-19 11:25:00,765,0.3592964824120603
BHMBRCBRG02,1194,512,2016-10-19 11:59:00,682,0.4288107202680067
BHMBRCBRG02,1194,547,2016-10-19 12:25:00,647,0.4581239530988275
BHMBRCBRG02,1194,581,2016-10-19 12:58:00,613,0.48659966499162477
BHMBRCBRG02,1194,589,2016-10-19 13:25:00,605,0.4932998324958124
BHMBRCBRG02,1194,579,2016-10-19 13:58:00,615,0.4849246231155779
BHMBRCBRG02,1194,567,2016-10-19 14:32:00,627,0.4748743718592965
BHMBRCBRG02,1194,543,2016-10-19 14:58:00,651,0.4547738693467337
BHMBRCBRG02,1194,528,2016-10-19 15:32:00,666,0.44221105527638194
BHMBRCBRG02,1194,497,2016-10-19 15:59:00,697,0.41624790619765495
BHMBRCBRG02,1194,450,2016-10-19 16:25:00,744,0.3768844221105528
BHMBRCBRG02,1194,71,2016-10-22 07:59:00,1123,0.059463986599664995
BHMBRCBRG02,1194,74,2016-10-22 08:26:00,1120,0.06197654941373534
BHMBRCBRG02,1194,92,2016-10-22 08:59:00,1102,0.07705192629815745
BHMBRCBRG02,1194,137,2016-10-22 09:26:00,1057,0.11474036850921274
BHMBRCBRG02,1194,208,2016-10-22 09:59:00,986,0.17420435510887772
BHMBRCBRG02,1194,302,2016-10-22 10:26:00,892,0.2529313232830821
BHMBRCBRG02,1194,433,2016-10-22 10:59:00,761,0.3626465661641541
BHMBRCBRG02,1194,558,2016-10-22 11:32:00,636,0.46733668341708545
BHMBRCBRG02,1194,663,2016-10-22 11:59:00,531,0.5552763819095478
BHMBRCBRG02,1194,831,2016-10-22 12:32:00,363,0.6959798994974874
BHMBRCBRG02,1194,968,2016-10-22 12:59:00,226,0.8107202680067002
BHMBRCBRG02,1194,1117,2016-10-22 13:32:00,77,0.9355108877721943
BHMBRCBRG02,1194,1186,2016-10-22 13:59:00,8,0.9932998324958124
BHMBRCBRG02,1194,1194,2016-10-22 14:39:00,0,1.0
BHMBRCBRG02,1194,1196,2016-10-22 14:59:00,-2,1.001675041876047
BHMBRCBRG02,1194,1185,2016-10-22 15:26:00,9,0.992462311557789
BHMBRCBRG02,1194,1103,2016-10-22 15:59:00,91,0.923785594639866
BHMBRCBRG02,1194,993,2016-10-22 16:26:00,201,0.8316582914572864
BHMBRCBRG02,1194,62,2016-10-23 07:59:00,1132,0.051926298157453935
BHMBRCBRG02,1194,69,2016-10-23 08:19:00,1125,0.05778894472361809
BHMBRCBRG02,1194,80,2016-10-23 08:59:00,1114,0.06700167504187604
BHMBRCBRG02,1194,91,2016-10-23 09:26:00,1103,0.076214405360134
BHMBRCBRG02,1194,127,2016-10-23 09:59:00,1067,0.10636515912897822
BHMBRCBRG02,1194,186,2016-10-23 10:26:00,1008,0.15577889447236182
BHMBRCBRG02,1194,327,2016-10-23 10:59:00,867,0.27386934673366836
BHMBRCBRG02,1194,507,2016-10-23 11:26:00,687,0.42462311557788945
BHMBRCBRG02,1194,685,2016-10-23 11:59:00,509,0.5737018425460636
BHMBRCBRG02,1194,779,2016-10-23 12:26:00,415,0.652428810720268
BHMBRCBRG02,1194,965,2016-10-23 13:06:00,229,0.8082077051926299
BHMBRCBRG02,1194,1025,2016-10-23 13:26:00,169,0.8584589614740369
BHMBRCBRG02,1194,1090,2016-10-23 13:59:00,104,0.9128978224455612
BHMBRCBRG02,1194,1105,2016-10-23 14:26:00,89,0.9254606365159129
BHMBRCBRG02,1194,1069,2016-10-23 14:59:00,125,0.8953098827470687
BHMBRCBRG02,1194,1010,2016-10-23 15:26:00,184,0.8458961474036851
BHMBRCBRG02,1194,843,2016-10-23 15:59:00,351,0.7060301507537688
BHMBRCBRG02,1194,667,2016-10-23 16:26:00,527,0.5586264656616415
BHMBRCBRG02,1194,80,2016-10-24 07:56:00,1114,0.06700167504187604
BHMBRCBRG02,1194,111,2016-10-24 08:29:00,1083,0.09296482412060302
BHMBRCBRG02,1194,153,2016-10-24 09:03:00,1041,0.12814070351758794
BHMBRCBRG02,1194,185,2016-10-24 09:30:00,1009,0.15494137353433834
BHMBRCBRG02,1194,237,2016-10-24 09:55:00,957,0.1984924623115578
BHMBRCBRG02,1194,302,2016-10-24 10:30:00,892,0.2529313232830821
BHMBRCBRG02,1194,394,2016-10-24 11:03:00,800,0.32998324958123953
BHMBRCBRG02,1194,474,2016-10-24 11:29:00,720,0.3969849246231156
BHMBRCBRG02,1194,578,2016-10-24 12:02:00,616,0.48408710217755446
BHMBRCBRG02,1194,649,2016-10-24 12:30:00,545,0.5435510887772195
BHMBRCBRG02,1194,705,2016-10-24 12:56:00,489,0.5904522613065326
BHMBRCBRG02,1194,756,2016-10-24 13:30:00,438,0.6331658291457286
BHMBRCBRG02,1194,777,2016-10-24 13:56:00,417,0.6507537688442211
BHMBRCBRG02,1194,793,2016-10-24 14:30:00,401,0.6641541038525963
BHMBRCBRG02,1194,781,2016-10-24 14:56:00,413,0.6541038525963149
BHMBRCBRG02,1194,705,2016-10-24 15:32:00,489,0.5904522613065326
BHMBRCBRG02,1194,629,2016-10-24 16:00:00,565,0.5268006700167505
BHMBRCBRG02,1194,562,2016-10-24 16:33:00,632,0.47068676716917923
BHMBRCBRG02,1194,75,2016-10-25 08:00:00,1119,0.06281407035175879
BHMBRCBRG02,1194,100,2016-10-25 08:26:00,1094,0.08375209380234507
BHMBRCBRG02,1194,155,2016-10-25 09:00:00,1039,0.12981574539363483
BHMBRCBRG02,1194,175,2016-10-25 09:19:00,1019,0.14656616415410384
BHMBRCBRG02,1194,247,2016-10-25 09:56:00,947,0.2068676716917923
BHMBRCBRG02,1194,315,2016-10-25 10:29:00,879,0.2638190954773869
BHMBRCBRG02,1194,383,2016-10-25 10:56:00,811,0.32077051926298156
BHMBRCBRG02,1194,515,2016-10-25 11:29:00,679,0.43132328308207707
BHMBRCBRG02,1194,593,2016-10-25 12:02:00,601,0.4966499162479062
BHMBRCBRG02,1194,666,2016-10-25 12:29:00,528,0.5577889447236181
BHMBRCBRG02,1194,728,2016-10-25 13:03:00,466,0.609715242881072
BHMBRCBRG02,1194,773,2016-10-25 13:29:00,421,0.6474036850921273
BHMBRCBRG02,1194,798,2016-10-25 13:56:00,396,0.6683417085427136
BHMBRCBRG02,1194,779,2016-10-25 14:29:00,415,0.652428810720268
BHMBRCBRG02,1194,780,2016-10-25 15:02:00,414,0.6532663316582915
BHMBRCBRG02,1194,714,2016-10-25 15:29:00,480,0.5979899497487438
BHMBRCBRG02,1194,644,2016-10-25 15:56:00,550,0.5393634840871022
BHMBRCBRG02,1194,586,2016-10-25 16:29:00,608,0.490787269681742
BHMBRCBRG02,1194,77,2016-10-26 07:59:00,1117,0.06448911222780569
BHMBRCBRG02,1194,105,2016-10-26 08:32:00,1089,0.08793969849246232
BHMBRCBRG02,1194,137,2016-10-26 08:59:00,1057,0.11474036850921274
BHMBRCBRG02,1194,174,2016-10-26 09:26:00,1020,0.1457286432160804
BHMBRCBRG02,1194,259,2016-10-26 09:59:00,935,0.2169179229480737
BHMBRCBRG02,1194,330,2016-10-26 10:26:00,864,0.27638190954773867
BHMBRCBRG02,1194,434,2016-10-26 10:59:00,760,0.36348408710217756
BHMBRCBRG02,1194,537,2016-10-26 11:26:00,657,0.44974874371859297
BHMBRCBRG02,1194,630,2016-10-26 11:59:00,564,0.5276381909547738
BHMBRCBRG02,1194,697,2016-10-26 12:26:00,497,0.583752093802345
BHMBRCBRG02,1194,781,2016-10-26 12:59:00,413,0.6541038525963149
BHMBRCBRG02,1194,819,2016-10-26 13:26:00,375,0.6859296482412061
BHMBRCBRG02,1194,815,2016-10-26 13:59:00,379,0.6825795644891123
BHMBRCBRG02,1194,807,2016-10-26 14:26:00,387,0.6758793969849246
BHMBRCBRG02,1194,777,2016-10-26 14:59:00,417,0.6507537688442211
BHMBRCBRG02,1194,738,2016-10-26 15:26:00,456,0.6180904522613065
BHMBRCBRG02,1194,653,2016-10-26 15:59:00,541,0.5469011725293133
BHMBRCBRG02,1194,570,2016-10-26 16:32:00,624,0.47738693467336685
BHMBRCBRG02,1194,86,2016-10-27 07:59:00,1108,0.07202680067001675
BHMBRCBRG02,1194,110,2016-10-27 08:32:00,1084,0.09212730318257957
BHMBRCBRG02,1194,148,2016-10-27 08:59:00,1046,0.12395309882747069
BHMBRCBRG02,1194,184,2016-10-27 09:32:00,1010,0.1541038525963149
BHMBRCBRG02,1194,239,2016-10-27 09:59:00,955,0.20016750418760468
BHMBRCBRG02,1194,310,2016-10-27 10:25:00,884,0.25963149078726966
BHMBRCBRG02,1194,415,2016-10-27 10:59:00,779,0.347571189279732
BHMBRCBRG02,1194,504,2016-10-27 11:32:00,690,0.4221105527638191
BHMBRCBRG02,1194,595,2016-10-27 11:59:00,599,0.4983249581239531
BHMBRCBRG02,1194,676,2016-10-27 12:26:00,518,0.5661641541038526
BHMBRCBRG02,1194,778,2016-10-27 12:59:00,416,0.6515912897822446
BHMBRCBRG02,1194,836,2016-10-27 13:32:00,358,0.7001675041876047
BHMBRCBRG02,1194,855,2016-10-27 13:59:00,339,0.7160804020100503
BHMBRCBRG02,1194,845,2016-10-27 14:26:00,349,0.7077051926298158
BHMBRCBRG02,1194,840,2016-10-27 14:59:00,354,0.7035175879396985
BHMBRCBRG02,1194,788,2016-10-27 15:26:00,406,0.6599664991624791
BHMBRCBRG02,1194,710,2016-10-27 15:59:00,484,0.5946398659966499
BHMBRCBRG02,1194,628,2016-10-27 16:26:00,566,0.525963149078727
BHMBRCBRG02,1194,90,2016-10-28 08:16:00,1104,0.07537688442211055
BHMBRCBRG02,1194,135,2016-10-28 08:56:00,1059,0.11306532663316583
BHMBRCBRG02,1194,183,2016-10-28 09:29:00,1011,0.15326633165829145
BHMBRCBRG02,1194,275,2016-10-28 10:02:00,919,0.23031825795644892
BHMBRCBRG02,1194,367,2016-10-28 10:29:00,827,0.3073701842546064
BHMBRCBRG02,1194,447,2016-10-28 10:56:00,747,0.3743718592964824
BHMBRCBRG02,1194,568,2016-10-28 11:29:00,626,0.47571189279731996
BHMBRCBRG02,1194,696,2016-10-28 12:02:00,498,0.5829145728643216
BHMBRCBRG02,1194,805,2016-10-28 12:29:00,389,0.6742043551088778
BHMBRCBRG02,1194,900,2016-10-28 13:02:00,294,0.7537688442211056
BHMBRCBRG02,1194,919,2016-10-28 13:29:00,275,0.7696817420435511
BHMBRCBRG02,1194,965,2016-10-28 14:02:00,229,0.8082077051926299
BHMBRCBRG02,1194,983,2016-10-28 14:29:00,211,0.8232830820770519
BHMBRCBRG02,1194,927,2016-10-28 15:02:00,267,0.7763819095477387
BHMBRCBRG02,1194,888,2016-10-28 15:29:00,306,0.7437185929648241
BHMBRCBRG02,1194,803,2016-10-28 16:02:00,391,0.6725293132328308
BHMBRCBRG02,1194,743,2016-10-28 16:29:00,451,0.6222780569514238
BHMBRCBRG02,1194,41,2016-10-29 07:39:00,1153,0.03433835845896147
BHMBRCBRG02,1194,50,2016-10-29 08:26:00,1144,0.04187604690117253
BHMBRCBRG02,1194,85,2016-10-29 08:59:00,1109,0.0711892797319933
BHMBRCBRG02,1194,143,2016-10-29 09:26:00,1051,0.11976549413735343
BHMBRCBRG02,1194,254,2016-10-29 09:59:00,940,0.21273031825795644
BHMBRCBRG02,1194,343,2016-10-29 10:26:00,851,0.28726968174204354
BHMBRCBRG02,1194,433,2016-10-29 10:59:00,761,0.3626465661641541
BHMBRCBRG02,1194,553,2016-10-29 11:25:00,641,0.4631490787269682
BHMBRCBRG02,1194,777,2016-10-29 12:06:00,417,0.6507537688442211
BHMBRCBRG02,1194,869,2016-10-29 12:26:00,325,0.7278056951423786
BHMBRCBRG02,1194,1025,2016-10-29 12:59:00,169,0.8584589614740369
BHMBRCBRG02,1194,1132,2016-10-29 13:26:00,62,0.948073701842546
BHMBRCBRG02,1194,1193,2016-10-29 13:59:00,1,0.9991624790619765
BHMBRCBRG02,1194,1194,2016-10-29 14:26:00,0,1.0
BHMBRCBRG02,1194,1194,2016-10-29 14:59:00,0,1.0
BHMBRCBRG02,1194,1195,2016-10-29 15:26:00,-1,1.0008375209380234
BHMBRCBRG02,1194,1143,2016-10-29 15:59:00,51,0.957286432160804
BHMBRCBRG02,1194,1023,2016-10-29 16:26:00,171,0.8567839195979899
BHMBRCBRG02,1194,55,2016-10-30 07:59:00,1139,0.046063651591289785
BHMBRCBRG02,1194,58,2016-10-30 08:25:00,1136,0.048576214405360134
BHMBRCBRG02,1194,82,2016-10-30 08:59:00,1112,0.06867671691792294
BHMBRCBRG02,1194,102,2016-10-30 09:25:00,1092,0.08542713567839195
BHMBRCBRG02,1194,144,2016-10-30 09:59:00,1050,0.12060301507537688
BHMBRCBRG02,1194,219,2016-10-30 10:25:00,975,0.18341708542713567
BHMBRCBRG02,1194,373,2016-10-30 10:59:00,821,0.31239530988274705
BHMBRCBRG02,1194,504,2016-10-30 11:25:00,690,0.4221105527638191
BHMBRCBRG02,1194,658,2016-10-30 11:59:00,536,0.5510887772194305
BHMBRCBRG02,1194,738,2016-10-30 12:26:00,456,0.6180904522613065
BHMBRCBRG02,1194,883,2016-10-30 13:06:00,311,0.7395309882747069
BHMBRCBRG02,1194,919,2016-10-30 13:25:00,275,0.7696817420435511
BHMBRCBRG02,1194,941,2016-10-30 13:59:00,253,0.788107202680067
BHMBRCBRG02,1194,931,2016-10-30 14:32:00,263,0.7797319932998324
BHMBRCBRG02,1194,888,2016-10-30 15:00:00,306,0.7437185929648241
BHMBRCBRG02,1194,787,2016-10-30 15:32:00,407,0.6591289782244556
